output.Answer,aqs,aqs_initial
70,1e-08,1e-08
70,1e-08,1e-08
70,1e-08,1e-08
70,1e-08,1e-08
70,0.01409827252188343,0.1111111111111111
70,1e-08,1e-08
70,1e-08,1e-08
70,1e-08,1e-08
70,1e-08,1e-08
70,1e-08,1e-08
70,0.2544789977310199,0.1111111111111111
70,0.5407272901199579,0.5666666666666667
70,1e-08,1e-08
70,1e-08,1e-08
70,1e-08,1e-08
70,1e-08,1e-08
70,1e-08,1e-08
70,1e-08,1e-08
70,1e-08,1e-08
70,1e-08,1e-08
70,1e-08,1e-08
70,1e-08,1e-08
70,0.5885161669820067,0.4356812169312169
70,1e-08,1e-08
70,1e-08,1e-08
70,0.47677630165885293,0.4444444444444444
70,0.6674239404955982,0.502065527065527
70,1e-08,1e-08
70,1e-08,1e-08
70,0.42208062231874716,0.30158730158730157
70,0.4936677889845172,0.3541666666666667
70,0.14561913923340128,0.06944444444444443
70,1e-08,1e-08
70,0.47986291062713554,0.35
70,1e-08,1e-08
70,0.49979133065572945,0.3935185185185185
70,1e-08,1e-08
70,1e-08,1e-08
70,0.6458087957012797,0.44954648526077085
70,0.42537321052071225,0.29111111111111115
70,0.11216707775280799,0.1111111111111111
70,1e-08,1e-08
70,1e-08,1e-08
