unitId,submittedAt,judgmentId,startedAt,Task_type,Question_number,Answer,workerId,link,age,gender,connection_level,connection_type
101,20-6-2023 13:50:30,206,20-6-2023 13:50:30,x,,"Onrust, Gelijkheid, Protest, Rechtvaardigheid, Staking",6,https://www.nationaalarchief.cw/collectie/exposities/30-mei-1974,25-34 jaar oud,Man,5,Culturele verbondenheid
101,21-6-2023 12:14:43,210,21-6-2023 12:14:43,x,,"Emancipatie, Opstand, Protest, Rechtvaardigheid, Verzet",10,https://www.nationaalarchief.cw/collectie/exposities/30-mei-1978,25-34 jaar oud,Vrouw,5,Indirecte persoonlijke betrokkenheid of ervaring (Middels een kennis of familielid)
102,20-6-2023 13:50:30,241,20-6-2023 13:50:30,x,,"Opstandigheid, Opstand, Anarchie",6,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2009,25-34 jaar oud,Man,5,Culturele verbondenheid
102,21-6-2023 12:14:43,245,21-6-2023 12:14:43,x,,"Onrust, Ongehoorzaamheid, Verzet",10,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2013,25-34 jaar oud,Vrouw,5,Indirecte persoonlijke betrokkenheid of ervaring (Middels een kennis of familielid)
103,20-6-2023 13:50:30,276,20-6-2023 13:50:30,x,,"Onrust, Vandalisme, Verwoesting, Oproer",6,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2044,25-34 jaar oud,Man,5,Culturele verbondenheid
103,21-6-2023 12:14:43,280,21-6-2023 12:14:43,x,,"Bevrijding, Hulp",10,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2048,25-34 jaar oud,Vrouw,5,Indirecte persoonlijke betrokkenheid of ervaring (Middels een kennis of familielid)
104,20-6-2023 13:50:30,311,20-6-2023 13:50:30,x,,"Opstand, Onrust, Vandalisme, Verwoesting, Verzet",6,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2079,25-34 jaar oud,Man,5,Culturele verbondenheid
104,21-6-2023 12:14:43,315,21-6-2023 12:14:43,x,,"Onrust, Protest, Verzet, Oproer, Bemoeienis",10,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2083,25-34 jaar oud,Vrouw,5,Indirecte persoonlijke betrokkenheid of ervaring (Middels een kennis of familielid)
105,20-6-2023 13:50:30,346,20-6-2023 13:50:30,x,,"Revolutie, Opstand, Gelijkheid, Rechtvaardigheid, Staking",6,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2114,25-34 jaar oud,Man,5,Culturele verbondenheid
105,21-6-2023 12:14:43,350,21-6-2023 12:14:43,x,,"Emancipatie, Revolutie, Opstand, Gelijkheid, Protest, Saamhorigheid",10,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2118,25-34 jaar oud,Vrouw,5,Indirecte persoonlijke betrokkenheid of ervaring (Middels een kennis of familielid)
106,20-6-2023 13:50:30,381,20-6-2023 13:50:30,x,,"Opstand, Onrust, Vandalisme, Verwoesting, Oproer",6,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2149,25-34 jaar oud,Man,5,Culturele verbondenheid
106,21-6-2023 12:14:43,385,21-6-2023 12:14:43,x,,"Vrijheidsstrijd, Onrust, Gelijkheid, Verwoesting, Oproer",10,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2153,25-34 jaar oud,Vrouw,5,Indirecte persoonlijke betrokkenheid of ervaring (Middels een kennis of familielid)
107,20-6-2023 13:50:30,416,20-6-2023 13:50:30,x,,"Emancipatie, Revolutie, Gelijkheid, Rechtvaardigheid",6,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2184,25-34 jaar oud,Man,5,Culturele verbondenheid
107,21-6-2023 12:14:43,420,21-6-2023 12:14:43,x,,"Revolutie, Gelijkheid, Protest, Rechtvaardigheid, Verzet",10,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2188,25-34 jaar oud,Vrouw,5,Indirecte persoonlijke betrokkenheid of ervaring (Middels een kennis of familielid)
108,20-6-2023 13:50:30,451,20-6-2023 13:50:30,x,,"Onrust, Vandalisme, Verwoesting",6,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2219,25-34 jaar oud,Man,5,Culturele verbondenheid
108,21-6-2023 12:14:43,455,21-6-2023 12:14:43,x,,"Vandalisme, Verwoesting",10,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2223,25-34 jaar oud,Vrouw,5,Indirecte persoonlijke betrokkenheid of ervaring (Middels een kennis of familielid)
109,20-6-2023 13:50:30,486,20-6-2023 13:50:30,x,,"Opstand, Onrust, Vandalisme, Verwoesting, Oproer",6,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2254,25-34 jaar oud,Man,5,Culturele verbondenheid
109,21-6-2023 12:14:43,490,21-6-2023 12:14:43,x,,"Onrust, Vandalisme, Verwoesting, Verzet, Oproer",10,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2258,25-34 jaar oud,Vrouw,5,Indirecte persoonlijke betrokkenheid of ervaring (Middels een kennis of familielid)
110,20-6-2023 13:50:30,521,20-6-2023 13:50:30,x,,"Opstand, Protest, Vandalisme, Verwoesting",6,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2289,25-34 jaar oud,Man,5,Culturele verbondenheid
110,21-6-2023 12:14:43,525,21-6-2023 12:14:43,x,,"Onrust, Vandalisme, Oproer",10,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2293,25-34 jaar oud,Vrouw,5,Indirecte persoonlijke betrokkenheid of ervaring (Middels een kennis of familielid)
