unitId,submittedAt,judgmentId,startedAt,Task_type,Question_number,Answer,workerId,link,age,gender,connection_level,connection_type
101,13-6-2023 17:04:51,204,13-6-2023 17:04:51,x,,"Vrijheidsstrijd, Onrust, Rechtvaardigheid, Onafhankelijkheid, Verzet",4,https://www.nationaalarchief.cw/collectie/exposities/30-mei-1972,18-24 jaar oud,Vrouw,4,Geen directe verbondenheid met de gebeurtenis
101,21-6-2023 9:14:03,209,21-6-2023 9:14:03,x,,"Emancipatie, Opstand, Gelijkheid, Protest, Verwoesting",9,https://www.nationaalarchief.cw/collectie/exposities/30-mei-1977,55-64 jaar oud,Man,4,Indirecte persoonlijke betrokkenheid of ervaring (Middels een kennis of familielid)
101,22-6-2023 13:23:42,211,22-6-2023 13:23:42,x,,"Opstand, Protest, Rechtvaardigheid, Verzet, Staking",11,https://www.nationaalarchief.cw/collectie/exposities/30-mei-1979,25-34 jaar oud,Man,4,Persoonlijke interesse
102,13-6-2023 17:04:51,239,13-6-2023 17:04:51,x,,"Vrijheidsstrijd, Gelijkheid, Dissidentie, Opkomen, Onafhankelijkheid",4,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2007,18-24 jaar oud,Vrouw,4,Geen directe verbondenheid met de gebeurtenis
102,21-6-2023 9:14:03,244,21-6-2023 9:14:03,x,,"Emancipatie, Opstand, Gelijkheid, Omverwerping, Verwoesting",9,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2012,55-64 jaar oud,Man,4,Indirecte persoonlijke betrokkenheid of ervaring (Middels een kennis of familielid)
102,22-6-2023 13:23:42,246,22-6-2023 13:23:42,x,,"Opstandigheid, Opstand, Protest, Ongehoorzaamheid, Verzet",11,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2014,25-34 jaar oud,Man,4,Persoonlijke interesse
103,13-6-2023 17:04:51,274,13-6-2023 17:04:51,x,,"Vrijheidsstrijd, Opstand, Onrust, Protest, Oproer",4,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2042,18-24 jaar oud,Vrouw,4,Geen directe verbondenheid met de gebeurtenis
103,21-6-2023 9:14:03,279,21-6-2023 9:14:03,x,,"Emancipatie, Opstand, Gelijkheid, Vandalisme, Verwoesting",9,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2047,55-64 jaar oud,Man,4,Indirecte persoonlijke betrokkenheid of ervaring (Middels een kennis of familielid)
103,22-6-2023 13:23:42,281,22-6-2023 13:23:42,x,,"Opstand, Onrust, Protest, Opstand, Oproer",11,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2049,25-34 jaar oud,Man,4,Persoonlijke interesse
104,13-6-2023 17:04:51,309,13-6-2023 17:04:51,x,,"Revolutie, Vrijheidsstrijd, Onrust, Verwoesting, Verzet",4,https://www.nationaalarchief.cw/collectie/exposities/30-mei-2077,18-24 jaar oud,Vrouw,4,Geen directe verbondenheid met de gebeurtenis
